,Date,Ticker,Client,Amount,Issue,Specific_Issue
65,2022-10-05,EIX,EDISON INTERNATIONAL,10000.0,"Disaster Planning/Emergencies 
 Homeland Security 
 Waste (hazardous/solid/interstate/nuclear) 
 Energy/Nuclear","Issues related to wildfires and pandemics 
 Issues related to cybersecurity; 
 Issues related to nuclear waste disposal 
 Decommissioning of the San Onofre Nuclear Generating Station (SONGS) and related issues"
66,2022-10-05,OSUR,ORASURE TECHNOLOGIES INC,10000.0,"Health Issues 
 Budget/Appropriations","Viral Hepatitis/HIV/AIDS Hep Action Plan Viral Hepatitis Testing Act Ebola Screening Substance Abuse testing CMS Reimbursement VA HCV testing policy CDC Elimination Initiative HHS AIDS Plan Oral Fluid Testing Guidelines 
 FY22 L-HHS Appropriations Bill FY22 MilCon-VA FY22 State and Foreign Ops. Bill FY22 DoD"
67,2022-10-05,NCR,THE NATIONAL PANCREAS FOUNDATION,0.0,"Health Issues 
 Budget/Appropriations","Moonshot Healthcare Reform Pain policy CDC activities, pancreatitis NIH & DoD research FDA Patient Focused Drug Development activities COVID-19 Relief Packages 
 FY22 Appropriations, LHHS & DoD & FDA"
68,2022-10-04,WERN,WERNER ENTERPRISES,45000.0,Transportation,Transportation issues
69,2022-10-04,ODFL,"OLD DOMINION FREIGHT LINE, INC.",45000.0,Transportation,Transportation issues
70,2022-10-04,TECK,TECK RESOURCES LIMITED,30000.0,Natural Resources,"Transboundary water issues, bilateral cooperation between the U.S and Canada on water and natural resources"
71,2022-10-04,HQY,"HEALTHEQUITY, INC.",0.0,"Taxation/Internal Revenue Code 
 Health Issues","Tax advantaged savings vehicles for health expenses. 
 Tax advantaged savings vehicles for health expenses."
72,2022-10-04,FOLD,"AMICUS THERAPEUTICS, INC.",10000.0,Health Issues,"newborn screening, health equity and prescription drug affordability, FDA foreign inspection obligations"
73,2022-10-04,ENS,ENERSYS ADVANCE SYSTEMS INC,10000.0,Defense,Thermal Batteries
74,2022-10-04,DASH,DOORDASH,50000.0,Labor Issues/Antitrust/Workplace,Competition issues impacting the delivery and technology industry
75,2022-10-04,VEEV,"VEEVA SYSTEMS, INC.",30000.0,Labor Issues/Antitrust/Workplace,Competition issues related to technology and data used in the life sciences sector
76,2022-10-04,AAPL,APPLE INC.,30000.0,Labor Issues/Antitrust/Workplace,"Competition issues in the consumer electronic, software, and internet sectors; S. 2992, the American Innovation and Choice Online Act; S. 2710, Open App Markets Act"
77,2022-10-04,HOLX,AMERICAN PSYCHOLOGICAL ASSOCIATION SERVICES INC.(FKA AMERICAN PSYCHOLOGICAL ASSN,260000.0,"Veterans 
 Science/Technology 
 Medicare/Medicaid 
 Law Enforcement/Crime/Criminal Justice 
 Immigration 
 Health Issues 
 Environment/Superfund 
 Education 
 Communications/Broadcasting/Radio/TV 
 Civil Rights/Civil Liberties 
 Budget/Appropriations","S. 2386 / H.R. 4575: Veteran Peer Specialist Act H.R. 912 American Indian and Alaska Native Veterans Mental Health Act S.3293 - Post-9/11 Veterans Mental Health Care Improvement Act HR 6273 - VA Zero Suicide Demonstration Project Act of 2021 H.R. 6411 STRONG Veterans Act of 2022 H.R.4673 / H.Res.860 Ensuring Veterans Smooth Transition Act or the EVEST Act 
 S.1260: Endless Frontier Act/US Innovation and Competition Act H.R. 2225: NSF for the Future Act H.R. 3467: Improving Data Collection for Adverse Childhood Experiences Act Draft Legislation to establish a program to research, develop, and implement employer-supported services and resources for workplace mental health, well-being, and substance use disorders (Rep. Underwood) 
 Draft Legislation - IMD Medicaid (Napolitano) S. 586: NO PAIN Act H.R. 1551/S 584: Nutrition Counseling Aiding Recover for Eating Disorders Act H.R. 3450/S. 1727: Medicaid Bump Act H.R. 3447: Permanency for Audio Only Telehealth Act H.R. 4058: Telemental Health Care Access Act S. 2061: Telemental Health Care Access Act S. 2069: Excellence in Mental Health and Addiction Treatment Act H.R. 1738/S. 646: Stabilize Medicaid and CHIP Coverage Act S.285: Medicaid Reentry Act S.340: TREATS Act H.R. 1577/S. 596: Treat and Reduce Obesity Act H.R. 314: Medicare Sequester COVID Moratorium Act H.R 1868: To prevent across the board direct spending cuts S. 1512/H.R. 2903: CONNECT for Health Act H.R. 4480: Telehealth Coverage and Payment Parity Act S. 1798/H.R. 1398: TIKES Act H.R. 5674 / S. 3061: Medicare Mental Health Inpatient Equity Act H.R. 2503 Social Determinants Accelerator Act of 2021 Medicaid/Medicare/Private Insurance provisions in the Build Back Better Act S. 610, Public Law 117-71: Protecting Medicare and American Farmers from Sequester Cuts Act H.R. 4406 Supporting Medicaid in the U.S. Territories Act H.R. 341 Ensuring Telemental Health Expansion Act of 2021 H.R. 6698 Stop Unfair Medicaid Recoveries Act H.R. 6636 / S. 2697 Due Process Continuity of Care Act HR 3173/S. 3018 Improving Seniors Access to Timely Care Act Draft bill re: Medicare reimbursement of services provided by advanced trainees 
 HR 5035 -Child Suicide Prevention and Lethal Means Safety Act of 2021 S.4003 - Law Enforcement De-Escalation Training Act HR 3071 / S.3635 -Public Safety Officer Support Act S. 2938, Bipartisan Safer Communities Act Draft Legislation Preventing Suicide Through Voluntary Firearm Purchase Delay Act 
 HR 2480, Immigrants Mental Health Act of 2021 HR 6, American Dream and Promise Act of 2021 Public Charge Credible Fear 
 H.R. 1475/S.1795 Pursuing Equity in Mental Health Act S. 660/H.R. 2264: Tele-Mental Health Improvement Act H.R. 1364: Parity Enforcement Act S. 2086: The Resilience Investment, Support and Expansion (RISE) from Trauma Act S. 1927: Child Abuse Prevention and Treatment Act (CAPTA) Reauthorization of 2021 H.R 3467: Improving Data Collection for Adverse Childhood Experiences (ACEs) Act H.R. 1385: Behavioral Health Coordination and Communication Act S. 445: Mainstreaming Addiction Treatment Act S. 854: Methamphetamine Response Act S. 1457: STOP Fentanyl Act S. 1962/H.R. 3753: Parity Implementation Assistance Act Draft Global Enhancement of Mental Health and Psychosocial Support Access Act of 2021 H.R. 5218: Collaborate in an Orderly and Cohesive Manner Act S.2873 - Preventing and Addressing Trauma with Health Services (PATHS) Act Draft Reconciliation package Future Senate Finance Committee mental health legislation Future Cures 2.0 legislation from Rep. DeGette and Rep. Upton Draft Child Abuse and Neglect Data Collection and Improvement Act of 2021 Draft Legislation to award grants to 10 eligible crisis centers to provide follow-up services to individuals receiving suicide prevention and crisis intervention services (Rep. Trone) Coalition letter to state governors re: emergency temporary licensure waivers for out-of-state practitioners H.R. 5848 / S. 3149: Rural Health Equity Act Draft legislation to support reimbursement for psychology interns and residents in Medicare Draft legislation to support the reauthorization of Title VII programs H.R. 4026 Social Determinants of Health Data Analysis Act of 2021 H.R. 3894 CARING for Social Determinants Act of 2021 H.R. 3173 / S. 3018 Improving Seniors Access to Timely Care Act H.R. 7116 988 Implementation Act Draft bereavement care bill Letter to CDC re: Office of Rural Health Coalition thank-you letter to Congressional leadership and White House re: omnibus package S. 4301 Substance Use Prevention, Treatment, and Recovery Act S. 4306 Improving Access to Behavioral Health Integration Act S.4170 Mental Health Reform Reauthorization Act S.3824/H.R. 7073 Into the Light for MMH and SUD Act of 2022 H.R. 7666 Restoring Hope for Mental Health and Well-Being Act of 2022 H.R. 2955/ S. 4448 Suicide Prevention Act 
 Health impacts of climate change S. 1702 / H.R. 3271 - Climate Change Health Protection and Promotion Act H.Res. 975 - Expressing the mental health impacts of recurrent climate-related disasters on youth 
 H.R. 721/S. 1841, Mental Health Services for Students Act H.R. 3572/S. 1811, Increasing Access to Mental Health in Schools Act H.R. 3549/S. 2730, Comprehensive Mental Health in Schools Pilot Program Act S.3628, Youth Mental Health and Suicide Prevention Act H.R. 7672, Advancing Student Services in Schools Today (ASSIST) Act H.R. 7076/S. 3864, Supporting Childrens Mental Health Care Access Act H.R. 7236, Strengthen Kids' Mental Health Now Act H.R.7255/S. 4271, Garrett Lee Smith Memorial Reauthorization Act S. 4170, Mental Health Reform Reauthorization Act H.R. 4631, POST GRAD Act Senate HELP/Finance mental health package HBCU/MSI mental health workforce diversity proposal Extension of student loan payment pause Title IX NPRM Coalition response to RFI re: Rehabilitation Act Section 504 changes 
 H.R. 6083 Deceptive Experiences To Online Users Reduction Act H.R.5439/S. 2918 KIDS Act H.R. 4801 Protecting the Information of our Vulnerable Children and Youth Act S. 3663 Kids Online Safety Act S. 3608 Nudging Users to Drive Good Experiences on Social Media Act 
 H.R. 5 / S. 393 Equality Act 
 FY23 Labor, Health and Human Services, Education and Related Agencies (LHHS-ED) Appropriations legislation - HR 8256 FY23 Commerce-Justice Appropriations FY23 Defense Appropriations FY23 MilCon-VA Appropriations HR8238"
78,2022-10-04,JNJ,JOHNSON & JOHNSON SERVICES INC,60000.0,Health Issues,Monitoring health care regulations and legislation
79,2022-10-04,DISH,DISH NETWORK LLC,30000.0,Communications/Broadcasting/Radio/TV,"Issues relating to video marketplace competition, including over-the-top services; issues related to internet of Things, wireless licenses, and competition in the wireless market; funding and other support for Open Radio Access Network technology, rip-and-replace funding, and related wireless infrastructure issues; H.R. 4521-America COMPETES/United States Innovation and Competition Act & S.1260 - United States Innovation and Competition Act of 2021"
80,2022-10-04,INTC,MODERN INTELLIGENCE INC.,10000.0,Defense,FY23 National Defense Authorization Act
81,2022-10-04,MRCY,MERCURY SYSTEMS INC.,15000.0,Defense,FY23 National Defense Authorization Act FY23 Defense Appropriations S4900 SBIR and STTR Extension Act of 2022
82,2022-10-04,DEN,DENBURY INC,0.0,Energy/Nuclear,H.R. 1062; H.R. 1512; H.R. 1992; H.R. 2184; H.R. 5376; H.R. 6249; S. 799; S. 986; S. 2230
83,2022-10-04,DHR,DANAHER CORPORATION,60000.0,Taxation/Internal Revenue Code,Issues related to international tax including Global Intangible Low Tax Income (GILTI).
84,2022-10-04,WRK,WESTROCK,54135.0,"Budget/Appropriations 
 Taxation/Internal Revenue Code 
 Environment/Superfund 
 Energy/Nuclear","FY2023 Energy & Water Appropriations FY2023 Interior and Environment Appropriations 
 S.1376/H.R.3879 Protect America's Paper for Recycling Act (PAPER Act) H.R.848 GREEN Act Clean Energy for America Act (SFC bill) Energy tax credits/incentives S.2118 Clean Energy for America Act H.R.5376 Inflation Reduction Act 
 S.984/H.R.2238 Break Free From Plastic Pollution Act S.3473, Recycling and Composting Accountability Act S.3472, Recycling Infrastructure and Accessibility Act H.R.1512 CLEAN Future Act H.R.2357 RECOVER Act H.R.2821 Plastic Waste Reduction & Recycling Act H.R.8183 Recycling Infrastructure and Accessibility Act H.R.8059 Recycling and Composting Accountability Act American Recycling Infrastructure Act (discussion draft) General Recycling Policy and Education 
 S.984/H.R.2238 Break Free From Plastic Pollution Act S.3473, Recycling and Composting Accountability Act S.3472, Recycling Infrastructure and Accessibility Act H.R.1512 CLEAN Future Act H.R.2357 RECOVER Act H.R.2821 Plastic Waste Reduction & Recycling Act H.R.8183 Recycling Infrastructure and Accessibility Act H.R.8059 Recycling and Composting Accountability Act American Recycling Infrastructure Act (discussion draft) General Recycling Policy and Education H.R.3684 Infrastructure Investment and Jobs Act"
