,Ticker,OTC_Short,OTC_Total,DPI,Date
1531,GDS,115790,173343,0.6679819779,2022-10-19
1532,INN,92398,173217,0.5334233938,2022-10-19
1533,SYBX,88816,172900,0.5136842105,2022-10-19
1534,AGR,74090,172881,0.4285606863,2022-10-19
1535,TW,78911,172577,0.4572509662,2022-10-19
1536,PNM,27020,172299,0.156820411,2022-10-19
1537,ITCI,109201,172281,0.6338539943,2022-10-19
1538,CSQ,73672,171947,0.4284576061,2022-10-19
1539,TNDM,103186,171772,0.6007149011,2022-10-19
1540,PED,63144,171527,0.3681286328,2022-10-19
1541,RYTM,143605,171496,0.8373664692,2022-10-19
1542,ESPR,50476,171435,0.2944322921,2022-10-19
1543,NDRA,81379,171182,0.4753946092,2022-10-19
1544,JHG,75266,170939,0.4403091161,2022-10-19
1545,GFL,73353,170395,0.4304879838,2022-10-19
1546,DEA,113957,170293,0.6691819394,2022-10-19
1547,ROK,76138,170230,0.4472654644,2022-10-19
1548,PETQ,113705,170134,0.6683261429,2022-10-19
1549,ALV,87957,170124,0.5170169994,2022-10-19
1550,LDOS,68986,169733,0.4064383473,2022-10-19
1551,AMED,118703,169669,0.699615133,2022-10-19
1552,HA,68161,169649,0.4017766094,2022-10-19
1553,NMRK,101250,169616,0.5969366098,2022-10-19
1554,QRVO,102014,168949,0.6038153526,2022-10-19
1555,PNW,93808,168676,0.5561431383,2022-10-19
1556,PPH,123646,168288,0.7347285606,2022-10-19
1557,IAA,52352,168031,0.3115615571,2022-10-19
1558,QFIN,88539,167799,0.5276491517,2022-10-19
1559,FIVE,116850,167540,0.6974453862,2022-10-19
1560,ABC,107882,167466,0.6442024053,2022-10-19
1561,PLNT,117595,167373,0.7025924134,2022-10-19
1562,ASB,96197,167167,0.5754544856,2022-10-19
1563,GTHX,70289,167012,0.420861974,2022-10-19
1564,RNR,64815,166675,0.3888705565,2022-10-19
1565,ICLR,75019,166357,0.4509518686,2022-10-19
1566,GRMN,89548,166246,0.5386475464,2022-10-19
1567,PTY,85109,165878,0.5130819036,2022-10-19
1568,MOTS,64854,165793,0.3911745369,2022-10-19
1569,MTN,116472,165705,0.7028876618,2022-10-19
1570,KRNT,41350,165357,0.2500650109,2022-10-19
1571,GLBS,84822,165353,0.5129752711,2022-10-19
1572,IMO,109578,165329,0.6627875327,2022-10-19
1573,FVC,161310,165215,0.9763641316,2022-10-19
1574,EPRT,80487,165163,0.4873185883,2022-10-19
1575,CVBF,125751,164930,0.7624507367,2022-10-19
1576,IBIO,92889,164886,0.563352862,2022-10-19
1577,LPTX,86848,164636,0.5275152458,2022-10-19
1578,FORM,51145,164422,0.3110593473,2022-10-19
1579,LAZ,41093,164205,0.2502542554,2022-10-19
1580,BGCP,85024,164053,0.5182715342,2022-10-19
1581,ISR,72375,163533,0.4425712242,2022-10-19
1582,VRSN,135503,162658,0.83305463,2022-10-19
1583,ACP,13046,162507,0.0802796187,2022-10-19
1584,BKD,86756,162386,0.5342578794,2022-10-19
1585,DSX,88216,162289,0.5435735016,2022-10-19
1586,SGH,65514,162113,0.4041255174,2022-10-19
1587,WIX,105591,162000,0.6517962963,2022-10-19
1588,OPTT,57202,161673,0.3538129434,2022-10-19
1589,REGN,80385,161529,0.4976505767,2022-10-19
1590,ALGN,81289,161093,0.5046091388,2022-10-19
1591,EHTH,108668,160849,0.6755901498,2022-10-19
1592,SGRY,43443,160844,0.2700940041,2022-10-19
1593,FEM,83536,160520,0.5204086718,2022-10-19
1594,DSGX,35981,160481,0.224207227,2022-10-19
1595,TU,90100,160258,0.5622184228,2022-10-19
1596,CAN,68651,160012,0.4290365723,2022-10-19
1597,BGY,61330,159660,0.3841287736,2022-10-19
1598,CLAR,61796,159548,0.3873191767,2022-10-19
1599,KODK,114813,158913,0.7224896642,2022-10-19
1600,IHRT,46654,158798,0.2937946322,2022-10-19
1601,AXS,84598,158564,0.5335258949,2022-10-19
1602,KEP,129128,158430,0.8150476551,2022-10-19
1603,JBT,15669,158139,0.0990837175,2022-10-19
1604,CIB,32464,158128,0.2053020338,2022-10-19
1605,VIR,69237,158017,0.4381617168,2022-10-19
1606,BEAT,63637,157966,0.4028525126,2022-10-19
1607,YELP,121410,157888,0.7689628091,2022-10-19
1608,SRG,97849,157842,0.6199173857,2022-10-19
1609,MRUS,33872,157774,0.2146868305,2022-10-19
1610,RCON,82310,157666,0.5220529474,2022-10-19
1611,WAT,49011,157617,0.310949961,2022-10-19
1612,URG,87929,157547,0.5581128171,2022-10-19
1613,BL,94835,157454,0.6023028948,2022-10-19
1614,URI,100048,157430,0.6355078448,2022-10-19
1615,ZUO,74454,157355,0.4731594166,2022-10-19
1616,UAVS,83513,157342,0.5307737286,2022-10-19
1617,SMRT,100849,157334,0.6409866907,2022-10-19
1618,PID,85897,156893,0.5474877783,2022-10-19
1619,BBDC,56911,156516,0.363611388,2022-10-19
1620,VSAT,135912,156254,0.8698145327,2022-10-19
1621,DDD,88393,155903,0.5669743366,2022-10-19
1622,EMD,28977,155618,0.1862059659,2022-10-19
1623,UGP,48079,155535,0.3091201337,2022-10-19
1624,SGEN,37994,155330,0.2446018155,2022-10-19
1625,OCSL,76515,155224,0.4929327939,2022-10-19
1626,AWI,70889,155197,0.4567678499,2022-10-19
1627,GEL,69103,154987,0.4458632014,2022-10-19
1628,MOH,57180,154923,0.3690865785,2022-10-19
1629,WWW,56168,154789,0.3628681625,2022-10-19
1630,VCYT,62312,154432,0.4034915044,2022-10-19
1631,QDEL,83533,154375,0.5411044534,2022-10-19
1632,FLT,76110,154002,0.4942143609,2022-10-19
1633,PSA,80648,153506,0.525373601,2022-10-19
1634,GSL,58865,153412,0.3837053164,2022-10-19
1635,RQI,83167,153291,0.5425432674,2022-10-19
1636,MKSI,68337,153078,0.4464194724,2022-10-19
1637,LPL,93656,152962,0.6122827892,2022-10-19
1638,ICLK,7766,152874,0.0508000052,2022-10-19
1639,QTRX,86984,152651,0.5698226674,2022-10-19
1640,TRMB,56763,152520,0.3721675846,2022-10-19
1641,CEQP,104046,152469,0.6824075714,2022-10-19
1642,ASRT,40299,152428,0.26438056,2022-10-19
1643,AER,55056,152414,0.361226659,2022-10-19
1644,RVT,60712,152259,0.3987416179,2022-10-19
1645,AYX,73160,151723,0.4821945255,2022-10-19
1646,CAMP,70735,151571,0.4666789821,2022-10-19
1647,BYD,68391,151085,0.452665718,2022-10-19
1648,INBX,100840,151005,0.6677924572,2022-10-19
1649,HOMB,120000,150885,0.7953076847,2022-10-19
1650,TRX,109937,150699,0.729513799,2022-10-19
1651,PLYM,72605,150469,0.4825246396,2022-10-19
1652,NAVI,79016,150456,0.5251767959,2022-10-19
1653,MPWR,85102,149885,0.5677819662,2022-10-19
1654,ALLK,95999,149737,0.6411174259,2022-10-19
1655,MDU,102981,149608,0.6883388589,2022-10-19
1656,THMO,90928,149339,0.6088697527,2022-10-19
1657,KIRK,54677,149137,0.3666226356,2022-10-19
1658,MBIO,87541,149050,0.5873264005,2022-10-19
1659,ELOX,26005,148995,0.1745360583,2022-10-19
1660,METC,80482,148796,0.5408881959,2022-10-19
1661,RPM,63236,148772,0.4250531014,2022-10-19
1662,HUBS,104827,148760,0.7046719548,2022-10-19
1663,MAIN,59510,148551,0.4006031599,2022-10-19
1664,WWE,63588,148461,0.4283145068,2022-10-19
1665,INFN,61826,148183,0.4172273473,2022-10-19
1666,SBGI,109282,148122,0.7377837188,2022-10-19
1667,CHEF,103658,148087,0.6999804169,2022-10-19
1668,CDNA,84753,147894,0.5730658445,2022-10-19
1669,UAMY,44303,147851,0.2996462655,2022-10-19
1670,MSB,85189,147785,0.5764387455,2022-10-19
1671,OTEX,40841,147487,0.2769125414,2022-10-19
1672,TDS,90561,147381,0.6144686221,2022-10-19
1673,MTH,52192,147191,0.3545868973,2022-10-19
1674,PGNY,102175,147145,0.6943830915,2022-10-19
1675,NVT,36879,146805,0.2512107898,2022-10-19
1676,KBR,61235,146379,0.4183318645,2022-10-19
1677,AVB,71123,146320,0.4860784582,2022-10-19
1678,CINF,116248,145853,0.7970216588,2022-10-19
1679,OSUR,85800,145698,0.5888893465,2022-10-19
1680,CIDM,60247,145451,0.4142082213,2022-10-19
1681,HZN,55451,144960,0.3825262141,2022-10-19
1682,MYI,62502,144694,0.4319598601,2022-10-19
1683,AVT,69538,144201,0.4822296655,2022-10-19
1684,CYBR,89428,144114,0.6205365197,2022-10-19
1685,KT,72653,143963,0.5046643929,2022-10-19
1686,ICPT,48337,143881,0.3359512375,2022-10-19
1687,TUP,61577,143603,0.428800234,2022-10-19
1688,LII,91379,143344,0.6374804666,2022-10-19
1689,USIO,33807,143089,0.236265541,2022-10-19
1690,OPI,108271,143008,0.757097505,2022-10-19
1691,HIVE,89909,143000,0.6287342657,2022-10-19
1692,FLWS,84244,142993,0.5891477205,2022-10-19
1693,RC,117719,142672,0.8251023326,2022-10-19
1694,BLU,28793,142053,0.202691953,2022-10-19
1695,ACRE,104536,142017,0.7360808917,2022-10-19
1696,ANY,82618,141947,0.5820341395,2022-10-19
1697,ARLO,101843,141723,0.7186060131,2022-10-19
1698,KOD,60484,141689,0.4268785862,2022-10-19
1699,ARCH,44896,141570,0.3171293353,2022-10-19
1700,MUI,80867,141508,0.5714659242,2022-10-19
1701,GO,95136,141226,0.6736436633,2022-10-19
1702,SEE,78263,140865,0.5555886842,2022-10-19
1703,PD,71872,140553,0.5113515898,2022-10-19
1704,BMO,106762,140470,0.760034171,2022-10-19
1705,DAVA,47879,140120,0.3416999715,2022-10-19
1706,PRAA,82505,139797,0.5901771855,2022-10-19
1707,AMKR,106090,139645,0.7597121272,2022-10-19
1708,MRTN,38599,139585,0.2765268474,2022-10-19
1709,REED,71336,139447,0.5115635331,2022-10-19
1710,LPG,74234,139422,0.5324410782,2022-10-19
1711,PRPH,52912,138911,0.3809057598,2022-10-19
1712,TTM,85592,138729,0.6169726589,2022-10-19
1713,SAGE,50764,138689,0.3660275869,2022-10-19
1714,TWST,74523,138656,0.5374668244,2022-10-19
1715,ANSS,67274,138463,0.4858626492,2022-10-19
1716,FBIO,83634,138343,0.6045408875,2022-10-19
1717,PHO,103795,138293,0.7505441346,2022-10-19
1718,NFJ,54775,138278,0.3961223043,2022-10-19
1719,AEE,79886,138252,0.5778288922,2022-10-19
1720,IGF,76019,138093,0.5504913355,2022-10-19
1721,HIE,45809,137779,0.332481728,2022-10-19
1722,JOF,41231,137645,0.2995459334,2022-10-19
1723,KEYS,72727,137627,0.5284355541,2022-10-19
1724,CSWC,62854,137439,0.4573228851,2022-10-19
1725,MUA,28865,137241,0.2103234456,2022-10-19
1726,AWF,55248,137204,0.4026704761,2022-10-19
1727,PDCE,88867,136894,0.6491665084,2022-10-19
1728,EVRG,75318,136866,0.5503046776,2022-10-19
1729,MTNB,59807,136787,0.4372272219,2022-10-19
1730,CEMI,50240,136735,0.3674260431,2022-10-19
1731,LOCO,75997,136721,0.5558546236,2022-10-19
1732,PPC,79160,136495,0.5799479834,2022-10-19
1733,CAKE,57485,136422,0.4213763176,2022-10-19
1734,SKT,81629,136417,0.5983785012,2022-10-19
1735,FTAI,28675,136343,0.210315161,2022-10-19
1736,CSTM,36600,136197,0.2687283861,2022-10-19
1737,LQDA,74478,135908,0.5480030609,2022-10-19
1738,SNN,64745,135831,0.4766584947,2022-10-19
1739,FPF,49097,135705,0.3617921226,2022-10-19
1740,HDSN,80109,135511,0.5911623411,2022-10-19
1741,WAFD,85685,135267,0.6334508786,2022-10-19
1742,DY,93572,135261,0.6917884682,2022-10-19
1743,DHF,19418,135200,0.1436242604,2022-10-19
1744,CTRM,51356,134994,0.3804317229,2022-10-19
1745,FNV,77668,134943,0.5755615334,2022-10-19
1746,PWR,89108,134416,0.6629270325,2022-10-19
1747,SHAK,65610,134131,0.4891486681,2022-10-19
1748,THS,46927,133856,0.3505782333,2022-10-19
1749,KTB,98811,133818,0.7383984217,2022-10-19
1750,WK,94914,133773,0.7095153731,2022-10-19
1751,HCM,116020,133744,0.8674781672,2022-10-19
1752,GGN,72500,133742,0.5420884988,2022-10-19
1753,DOX,30358,133717,0.2270317162,2022-10-19
1754,GMED,105372,133698,0.7881344523,2022-10-19
1755,SRET,92504,133688,0.6919394411,2022-10-19
1756,LKQ,98220,133443,0.7360446033,2022-10-19
1757,NWBI,103114,133400,0.7729685157,2022-10-19
1758,APPN,90284,133269,0.6774568729,2022-10-19
1759,AROC,84777,133003,0.637406675,2022-10-19
1760,CHH,94756,132856,0.7132233396,2022-10-19
1761,PLXP,37415,132750,0.2818455744,2022-10-19
1762,ASND,75327,132741,0.567473501,2022-10-19
1763,SKYY,27721,132716,0.2088745893,2022-10-19
1764,CSL,108775,132489,0.8210115557,2022-10-19
1765,MQY,63122,132451,0.4765686933,2022-10-19
1766,WPRT,41652,132442,0.3144923816,2022-10-19
1767,IZEA,108303,132134,0.8196452087,2022-10-19
1768,HSDT,52066,131872,0.3948222519,2022-10-19
1769,PB,70469,131401,0.5362896782,2022-10-19
1770,NVGS,29391,131285,0.2238717294,2022-10-19
1771,FRT,88116,131124,0.6720051249,2022-10-19
1772,PGTI,39539,131029,0.3017576262,2022-10-19
1773,DBD,92311,130968,0.7048362959,2022-10-19
1774,AKRO,73822,130861,0.5641252933,2022-10-19
1775,BZUN,58542,130740,0.4477742084,2022-10-19
1776,SDVY,35537,130703,0.2718912343,2022-10-19
1777,PODD,90975,130503,0.6971104113,2022-10-19
1778,VMW,43939,130494,0.3367127991,2022-10-19
1779,GLO,54711,130423,0.4194888938,2022-10-19
1780,SNBR,107279,130336,0.8230956911,2022-10-19
1781,GIL,85625,130308,0.6570970316,2022-10-19
1782,GDOT,56606,129952,0.4355916031,2022-10-19
1783,RHP,61017,129915,0.4696686295,2022-10-19
1784,NEP,70497,129724,0.5434383769,2022-10-19
1785,REG,72254,129600,0.5575154321,2022-10-19
1786,CWEN,99724,129465,0.7702776812,2022-10-19
1787,CYTK,59491,129038,0.461034734,2022-10-19
1788,BLE,18941,128901,0.146942227,2022-10-19
1789,RRR,104945,128616,0.8159560241,2022-10-19
1790,PGJ,9956,128580,0.0774303935,2022-10-19
1791,ATKR,77322,127983,0.6041583648,2022-10-19
1792,KBWD,11709,127867,0.0915717112,2022-10-19
1793,AQST,80466,127514,0.6310365921,2022-10-19
1794,MTZ,88109,127457,0.6912841194,2022-10-19
1795,MRKR,26686,127428,0.2094202216,2022-10-19
1796,NEXT,98330,126968,0.7744471048,2022-10-19
1797,PRTA,77320,126927,0.6091690499,2022-10-19
1798,CXW,44605,126907,0.3514778539,2022-10-19
1799,CSTL,51360,126864,0.4048429815,2022-10-19
1800,EBS,60668,126802,0.4784467122,2022-10-19
1801,SPB,58816,126702,0.4642073527,2022-10-19
1802,ALSN,56566,126463,0.4472928841,2022-10-19
1803,GTN,41799,126267,0.3310366129,2022-10-19
1804,OBE,77314,126151,0.612868705,2022-10-19
1805,BFAM,39338,126064,0.3120478487,2022-10-19
1806,ENSV,63151,126032,0.5010711565,2022-10-19
1807,MASI,55999,125719,0.4454298873,2022-10-19
1808,SMPL,34793,125666,0.2768688428,2022-10-19
1809,SOL,67479,125421,0.5380199488,2022-10-19
1810,TSEM,59497,125419,0.4743858586,2022-10-19
1811,GPMT,55069,125107,0.44017521,2022-10-19
1812,EIGR,65453,125025,0.5235192961,2022-10-19
1813,AXDX,55933,124603,0.4488896736,2022-10-19
1814,UWM,25291,124455,0.2032140131,2022-10-19
1815,TRTN,53752,124402,0.4320830855,2022-10-19
1816,QTWO,43923,124293,0.3533827327,2022-10-19
1817,LECO,102554,124028,0.8268616764,2022-10-19
1818,GGAL,74844,123856,0.6042823925,2022-10-19
1819,CNCE,71359,123789,0.5764567126,2022-10-19
1820,XHR,53265,123594,0.4309675227,2022-10-19
1821,CBRL,80365,123220,0.6522074339,2022-10-19
1822,BYFC,21790,122987,0.1771731972,2022-10-19
1823,LIND,67351,122983,0.5476447964,2022-10-19
1824,AMBA,41241,122945,0.3354426776,2022-10-19
1825,PFSI,95922,122938,0.7802469537,2022-10-19
1826,KYN,22160,122769,0.1805015924,2022-10-19
1827,ADVM,54073,122609,0.4410198273,2022-10-19
1828,CGNX,40567,122579,0.3309457574,2022-10-19
1829,BSGM,65781,122577,0.536650432,2022-10-19
1830,VRNT,48203,122373,0.3939022497,2022-10-19
1831,SKY,65020,122357,0.5313958335,2022-10-19
1832,USAS,55268,122319,0.4518349561,2022-10-19
1833,ETW,71770,122177,0.5874264387,2022-10-19
1834,PRO,20781,121597,0.1709005979,2022-10-19
1835,VRNS,41554,121465,0.3421067797,2022-10-19
1836,OFIX,76466,121261,0.6305902145,2022-10-19
1837,TSLX,45194,120704,0.3744200689,2022-10-19
1838,IVR,74521,120634,0.6177445828,2022-10-19
1839,JLL,60309,120561,0.5002363949,2022-10-19
1840,BKE,66714,120527,0.5535191285,2022-10-19
1841,OCFC,71585,120436,0.5943820784,2022-10-19
1842,FFIV,52422,120434,0.4352757527,2022-10-19
1843,INFI,71498,120254,0.5945581852,2022-10-19
1844,DECK,63592,120167,0.5291968677,2022-10-19
1845,CRC,86629,120153,0.7209890723,2022-10-19
1846,LOGI,87859,120135,0.7313355808,2022-10-19
1847,RGLD,73564,120129,0.6123750302,2022-10-19
1848,KREF,39402,120128,0.3280001332,2022-10-19
1849,PLAB,70550,119988,0.5879754642,2022-10-19
1850,MDGL,76452,119953,0.6373496286,2022-10-19
1851,VGM,62821,119829,0.5242553973,2022-10-19
1852,LHCG,32007,119641,0.2675253467,2022-10-19
1853,TDC,44078,119523,0.3687825774,2022-10-19
1854,PAG,89759,119504,0.7510961976,2022-10-19
1855,ETV,44017,119447,0.3685065343,2022-10-19
1856,HELE,85935,119170,0.7211126961,2022-10-19
1857,GIII,53269,118558,0.4493075119,2022-10-19
1858,HHC,61107,118443,0.5159190497,2022-10-19
1859,STIM,6534,118424,0.0551746268,2022-10-19
1860,CNTG,62106,118245,0.5252315108,2022-10-19
1861,MAXR,47081,118152,0.3984782314,2022-10-19
1862,AGRO,70281,118012,0.5955411314,2022-10-19
1863,GSHD,46582,117948,0.3949367518,2022-10-19
1864,DVA,89170,117859,0.7565820175,2022-10-19
1865,UTG,62843,117672,0.5340522809,2022-10-19
1866,NVCR,89074,117443,0.758444522,2022-10-19
1867,AMBC,82214,117009,0.7026297122,2022-10-19
1868,PINC,81116,116774,0.6946409303,2022-10-19
1869,TRVG,18301,116691,0.1568330034,2022-10-19
1870,VISL,21231,116635,0.182029408,2022-10-19
1871,RMNI,42106,116500,0.3614248927,2022-10-19
1872,TRUP,86006,116462,0.7384898078,2022-10-19
1873,CHT,75220,116427,0.6460700697,2022-10-19
1874,CYRX,71847,116322,0.6176561613,2022-10-19
1875,BSBR,67240,116244,0.578438457,2022-10-19
1876,AMP,52366,116222,0.4505687391,2022-10-19
1877,NXST,87286,116215,0.7510734415,2022-10-19
1878,IEP,71680,116102,0.6173881587,2022-10-19
1879,LSTR,69404,115835,0.599162602,2022-10-19
1880,MATX,67461,115561,0.5837696109,2022-10-19
1881,LSCC,48637,115376,0.4215521426,2022-10-19
1882,ACRS,38159,115230,0.3311550811,2022-10-19
1883,FNKO,49626,115016,0.4314704041,2022-10-19
1884,WTTR,25114,114984,0.2184129966,2022-10-19
1885,STAR,76752,114898,0.6680011837,2022-10-19
1886,TKR,79066,114484,0.6906292582,2022-10-19
1887,CTMX,84660,114441,0.7397698377,2022-10-19
1888,FBK,78690,114359,0.6880962583,2022-10-19
1889,G,55672,114199,0.4874998905,2022-10-19
1890,FRG,78380,114177,0.6864780122,2022-10-19
1891,CPT,52266,114146,0.4578872672,2022-10-19
1892,STOK,65444,114099,0.5735720734,2022-10-19
1893,RPD,45300,114053,0.3971837654,2022-10-19
1894,SLGG,2588,113823,0.0227370567,2022-10-19
1895,IDYA,98004,113562,0.8629999472,2022-10-19
1896,IEX,35487,113003,0.3140359106,2022-10-19
1897,PFN,65773,112951,0.5823144549,2022-10-19
1898,SUPV,38967,112887,0.3451858939,2022-10-19
1899,MIN,49901,112829,0.4422710473,2022-10-19
1900,PFS,38195,112578,0.3392758798,2022-10-19
1901,SWAV,70960,112541,0.6305257639,2022-10-19
1902,VGR,71063,112391,0.6322837238,2022-10-19
1903,EVH,76361,112341,0.6797251226,2022-10-19
1904,TENB,46328,112331,0.4124239969,2022-10-19
1905,BOTZ,44724,111865,0.3998033344,2022-10-19
1906,SBOW,64752,111339,0.5815751893,2022-10-19
1907,SAH,68737,111175,0.6182774904,2022-10-19
1908,NUVA,35972,111121,0.323719189,2022-10-19
1909,ONEQ,21101,110075,0.1916965705,2022-10-19
1910,ARLP,40718,110016,0.3701098022,2022-10-19
1911,AY,57494,109989,0.5227249998,2022-10-19
1912,DRIO,30630,109954,0.2785710388,2022-10-19
1913,YVR,46768,109950,0.4253569804,2022-10-19
1914,KRTX,73805,109781,0.6722930197,2022-10-19
1915,APLT,41687,109725,0.3799225336,2022-10-19
1916,SMMT,55887,109701,0.5094484098,2022-10-19
1917,ONCT,71729,109594,0.654497509,2022-10-19
1918,SSTK,91869,109534,0.8387258751,2022-10-19
1919,HXL,64501,109360,0.589804316,2022-10-19
1920,SURF,82792,109220,0.7580296649,2022-10-19
1921,GDDY,69507,109183,0.636610095,2022-10-19
1922,COMT,20170,109121,0.1848406814,2022-10-19
1923,CRL,82446,109089,0.7557682259,2022-10-19
1924,PXLW,45920,109034,0.4211530348,2022-10-19
1925,EH,63239,109006,0.5801423775,2022-10-19
1926,MDRX,68384,108795,0.6285582977,2022-10-19
1927,KN,38665,108740,0.3555729262,2022-10-19
1928,CNDT,60226,108429,0.5554418098,2022-10-19
1929,CM,79358,108385,0.7321861881,2022-10-19
1930,PZZA,80170,108252,0.740586779,2022-10-19
1931,LEA,50665,108031,0.4689857541,2022-10-19
1932,IMXI,30688,107979,0.2842034099,2022-10-19
1933,TPZ,98901,107795,0.9174915349,2022-10-19
1934,LGIH,84711,107755,0.7861444945,2022-10-19
1935,PSN,53346,107561,0.4959604318,2022-10-19
1936,NYMX,104484,107368,0.9731391103,2022-10-19
1937,ETJ,43548,107326,0.4057544304,2022-10-19
1938,BSMT,28954,106737,0.2712648847,2022-10-19
1939,PCH,64208,106720,0.6016491754,2022-10-19
1940,RNP,64334,106687,0.6030163,2022-10-19
1941,MSI,37938,106680,0.355624297,2022-10-19
1942,ARAY,43987,106609,0.4126011875,2022-10-19
1943,UMPQ,51440,106528,0.4828777411,2022-10-19
1944,ALDX,48399,106286,0.4553657114,2022-10-19
1945,SEIC,68967,106267,0.6489973369,2022-10-19
1946,NSA,46315,106193,0.4361398586,2022-10-19
1947,VIRT,57648,106022,0.5437362057,2022-10-19
1948,FOSL,35137,105743,0.3322867708,2022-10-19
1949,VSTO,46383,105672,0.4389336816,2022-10-19
1950,AAN,74494,105617,0.7053220599,2022-10-19
1951,ATR,87241,105592,0.8262084249,2022-10-19
1952,DARE,44659,105238,0.4243619225,2022-10-19
1953,WIRE,73725,105222,0.7006614586,2022-10-19
1954,UE,36815,105069,0.3503887921,2022-10-19
1955,CFR,55532,104852,0.5296227063,2022-10-19
1956,HESM,64870,104815,0.6188999666,2022-10-19
1957,ALJJ,35969,104670,0.3436419222,2022-10-19
1958,QLYS,87969,104620,0.840843051,2022-10-19
1959,TNET,49803,104521,0.4764879785,2022-10-19
1960,MYSZ,65769,104445,0.629699842,2022-10-19
1961,KNSA,81975,104109,0.7873959024,2022-10-19
1962,ASPN,75341,104035,0.7241889749,2022-10-19
1963,VRAY,30532,103980,0.293633391,2022-10-19
1964,EHC,44748,103944,0.430501039,2022-10-19
1965,LSI,28072,103566,0.271054207,2022-10-19
1966,SKM,55785,103273,0.5401702284,2022-10-19
1967,PVBC,22424,103196,0.217295244,2022-10-19
1968,APTO,62966,103018,0.6112135743,2022-10-19
1969,ORA,60789,102979,0.5903048194,2022-10-19
1970,GIM,33451,102979,0.3248332184,2022-10-19
1971,UHS,77670,102760,0.7558388478,2022-10-19
1972,MC,52357,102745,0.5095819748,2022-10-19
1973,DWSH,28285,102711,0.2753843308,2022-10-19
1974,VCTR,48133,102577,0.4692377434,2022-10-19
1975,HT,35324,102467,0.3447353782,2022-10-19
1976,ATHM,68901,102108,0.6747855212,2022-10-19
1977,IT,45949,101958,0.4506659605,2022-10-19
1978,INVA,54046,101844,0.5306743647,2022-10-19
1979,AB,49845,101756,0.4898482645,2022-10-19
1980,SUSB,26487,101675,0.2605065159,2022-10-19
